ref_cell_id_fine,X,Y,Z,Col11a2,Emilin3a,Fgf10a,Hand2,Myod1,Prdm1a,Robo3,Sox9a,Tbx5a
112,0.06248831030863821,0.09388870807644717,0.13636179329085815,0.6110020955021594,0.022325254931665012,0.16818100458999796,0.34009892266290653,0.0528128480743006,0.19307157706143002,0.23545849489484233,0.2975651050324851,0.6075881971285155
113,0.3543393244216629,0.1294727503188707,0.0647212713504434,0.5591957832524492,0.051796212618674085,0.08605360355643481,,0.07496187538202251,0.05828673077906502,0.09889289646051413,0.7169203789676429,0.16409966305117782
114,0.34886359420564067,0.0800447091814655,0.2772410311208736,0.6133803259193565,0.05492676623009027,0.3818668758346267,0.1716924751829321,0.06515847885680642,0.10679754439427075,0.1462662765333515,0.3512118593177412,0.5850777784301348
115,0.3310456073237787,0.15532574135512317,0.3915971408737063,0.7225017840999092,0.01478553902486037,0.2934565713753753,0.15724575278294886,0.08858144409360498,0.31407399759200477,0.39411032808466306,0.07851985534515717,0.21397159991430115
116,0.2380212746552767,0.09867578901911701,0.4172078113912248,0.4342401776647942,0.023664371988676946,0.18445073310310592,0.17812670406163544,0.11293956557197736,0.6023810700439429,0.3147852942146818,0.07623439655839363,0.08189730911356463
117,0.18112909171971184,0.1464987147199539,0.11810151436230157,0.40035342363362697,0.3265080627543406,0.1346033567906856,0.629348482641747,0.20810069007639326,0.07016826072759258,0.11081880438004436,0.4566873004177211,0.7026740678812152
118,0.1330156534433734,0.11056852156007108,0.17457394774553206,0.5284148913591407,0.04231328839047424,0.2497993122464576,0.5501220353427937,0.05905949492729517,0.08948898084614854,0.11925603728489105,0.18654343706417886,0.6826749732722752
119,0.07907049690623366,0.13827359994122526,0.24581103509777572,0.5034670349549545,0.041886250527128216,0.1434256097661423,0.14308157224008025,0.11487083089804771,0.5995696470809186,0.2442892947376786,0.13148098629780036,0.12530414165101017
120,0.24329426774847498,0.1421226336878274,0.2869636671386073,0.5676706879513218,0.23687707769588726,0.34207180916356883,0.5082831310569389,0.08138594813277779,0.11497801168379496,0.24001998497303698,0.35075863244808825,0.7376686231516393
121,0.1517711337066078,0.15686182051313316,0.19983735983691023,0.6448041307500529,0.02079852377060691,0.2711938740476803,0.3409870294528237,0.06212493969555146,0.12629264190046957,0.24771571079429489,0.13490324992676897,0.5822018779067587
122,0.2759427040936431,0.1592201377155253,0.11738011648006344,0.5844326449247391,0.41197378170120713,0.11835689903284949,0.4438041578232861,0.13382996444275755,0.07431399262832512,0.13661827384770453,0.3960815564113257,0.5389886081207755
123,0.17888923280810784,0.052657843898390365,0.14821943676585667,0.71494097429977,0.046293053168665804,,,0.40579228764498215,,,0.22298484287310805,0.34796934560003595
124,0.3867659986415207,0.1915839508330859,0.15961661688307155,0.6382820555195143,0.013537668245254897,0.16900369560524314,0.13913168082624972,0.037406061118962754,0.18208523151888945,0.16258720372580995,0.19094891057440833,0.23289616726842483
