ref_cell_id,X,Y,Z,Col11a2,Emilin3a,Fgf10a,Hand2,Myod1,Prdm1a,Robo3,Sox9a,Tbx5a
92,0.20297050867029615,0.10169968780027008,0.366685170577431,0.6089432311116886,0.03869741008243779,0.3007330205471594,0.19661889861696855,0.0820760521228107,0.41966185932001615,0.5408406912108779,0.11356519128929858,0.12407586705817089
93,0.24414386447223557,0.1652313334013449,0.23936818313239464,0.5185892031663923,0.373790519695614,0.24783716391157665,0.7403340047796608,0.10140372243086498,0.112822182742827,0.13395043284457622,0.4175462901140446,0.6937362313882035
94,0.30841505209934555,0.08629939079450273,0.3003917347995172,0.5600332997577935,0.09327854661189044,0.4465850456665905,0.22267246833831641,0.06948544342742145,0.10452975203440298,0.20779789277536717,0.34051408864225263,0.6390787653411929
95,0.26915927908196924,0.14093243917612114,0.1674844059141727,0.5548910002897708,0.8257625260299017,0.13319032219827795,0.6813530794129931,0.07416620276745653,0.07658152763869612,0.11521675681759116,0.4392841352561377,0.7418983071697821
96,0.303440286348693,0.04434818338930019,0.13739490353454076,0.5959619941847535,0.03800705831108077,0.1554885279078653,0.08340669693342598,0.5989484246505132,0.11208687293630547,0.21656045279336825,0.15515426310778324,0.16462801200045565
97,0.38003274563654926,0.08578817904601607,0.2924440923914706,0.5772984662806813,0.027556125526237006,0.424777739959449,0.11115748808376756,0.06722783792922823,0.1418333978904688,0.2858198506130239,0.17816431791977402,0.5065473184921767
98,0.4653178113182026,0.11738892676877118,0.31390678363800695,0.6544295044574779,0.028138360435991962,0.18615495368295756,0.185217715616257,0.07758894169102033,0.4948897553132976,0.45023899753007274,0.10185165869884436,0.1263616799713111
99,0.36955958262604305,0.11905666742767998,0.2592150496790358,0.5487598931394291,0.09378050069717372,0.2647008093634519,0.2308280327947544,0.07611196626414457,0.09558438793556481,0.19342926855103182,0.3908227566313439,0.6286009722088184
100,0.2477605911411118,0.11653583186444388,0.25324554128086996,0.512608520035811,0.5407925142375677,0.20184109015674995,0.523811512944554,0.07915768024007683,0.09994133989329015,0.1309463316207269,0.4531076660111891,0.7792603063195568
101,0.0971286272549255,0.13938671052888985,0.2819737039941176,0.6252773522666227,0.016286820788599575,0.15738827576920808,0.15926097740099632,0.08170904931498699,0.5363821267922703,0.2837850998072519,0.07416308769460826,0.09145397322464298
102,0.2395839650844731,0.1565917332009716,0.39750178577877343,0.6184010458957051,0.01501816365240141,0.2603986062487235,0.17384900979770868,0.09650151529887428,0.3219690484018653,0.30624336375887623,0.08419398359738778,0.13864313465184822
103,0.256493092365233,0.06354022363634962,0.21943683879721382,0.5740397264587235,0.09260321711739965,0.22559198970335792,,0.5406791952287733,0.11833275983228676,0.2517872163104114,0.26668703763932355,0.39888215845289404
104,0.04982113244753341,0.17703207441341376,0.07010605374920972,0.4358461010056282,0.01969782312863846,0.12948255055476462,0.2877912477664379,0.0624844143519284,0.16370225824737616,0.09707963385029636,0.23838429870798863,0.34591985047989654
105,0.22574558040253492,0.041451021841231034,0.07527617673358011,0.6399116650271517,0.03156901842757186,0.18253321297230174,0.11867274735406619,0.20658285109603136,0.10972882449846709,0.18099949117315267,0.14964755246855668,0.19337983583381801
106,0.48363226974147366,0.13682532775437292,0.13402269629723507,0.5220556783819711,0.016720203297362943,0.11630715840734134,0.0897317878290905,0.05304439170489888,0.09919046119949208,0.16362689861567614,0.10651101556557412,0.2982730551353868
107,0.36897375967605844,0.16091549484073792,0.33810279955338907,0.603685208650109,0.018417830975676563,0.39578747614663046,0.1847621200217586,0.1015626132907618,0.2471301027233633,0.3367683959989015,0.09852682458463552,0.2915514510515577
108,0.2058159943818479,0.21867125803905035,0.07460758066108727,0.4204051238505752,0.02609808663421468,0.174428624823737,0.15940931095008434,0.4010761877313889,0.09607649543882162,0.11135275914986299,0.11950852070221867,0.276393740346301
109,0.21908575284223736,0.17777403786328635,0.27251380086945054,0.634739138520078,0.09774676015508489,0.46889161170554045,0.5574077147638798,0.08014265196741122,0.12959193554147852,0.2000084262063145,0.1912709798646011,0.6314915446682812
